(X75  SI SI NO SI LLENO $$ SI SI TAILANDES >60 NO) 
(X76  NO SI NO NO ALGUNOS $$$ NO NO FRANCES 10-30 SI) 
(X77  SI SI NO SI LLENO $$ NO NO HAMBURGUESERIA 10-30 SI) 
(X78  NO SI NO SI VACIO $ SI NO HAMBURGUESERIA 30-60 NO) 
(X79  SI SI NO NO LLENO $$$ NO NO TAILANDES 30-60 SI) 
(X80  SI NO SI SI VACIO $$ SI NO HAMBURGUESERIA >60 NO) 
(X81  SI SI NO SI LLENO $$ SI NO TAILANDES >60 NO) 
(X82  NO SI NO NO LLENO $ SI SI HAMBURGUESERIA 30-60 SI) 
(X83  NO NO NO NO VACIO $$$ NO NO TAILANDES 0-10 NO) 
(X84  SI NO SI SI LLENO $ SI SI ITALIANO 30-60 NO) 
(X85  SI SI SI NO LLENO $$ NO NO FRANCES 30-60 SI) 
(X86  NO NO SI SI LLENO $ NO NO TAILANDES 0-10 SI) 
(X87  SI SI SI SI ALGUNOS $ NO NO HAMBURGUESERIA 10-30 SI) 
(X88  SI NO NO NO ALGUNOS $$ SI NO HAMBURGUESERIA 10-30 SI) 
(X89  SI NO NO NO VACIO $$$ SI SI HAMBURGUESERIA 30-60 NO) 
(X90  NO SI NO SI LLENO $$ SI SI TAILANDES >60 NO) 
(X91  SI NO SI NO ALGUNOS $$$ SI NO HAMBURGUESERIA 0-10 SI) 
(X92  SI NO NO NO VACIO $$$ SI SI HAMBURGUESERIA 0-10 NO) 
(X93  NO NO NO SI LLENO $ SI NO ITALIANO 0-10 SI) 
(X94  SI SI SI SI VACIO $$ NO SI ITALIANO 10-30 NO) 
(X95  NO NO SI SI VACIO $$$ NO NO TAILANDES 10-30 NO) 
(X96  NO SI SI SI VACIO $$$ SI SI FRANCES >60 NO) 
(X97  NO NO SI NO VACIO $$$ SI NO HAMBURGUESERIA 30-60 NO) 
(X98  NO SI SI NO ALGUNOS $$ NO NO TAILANDES 0-10 SI) 
(X99  NO NO NO SI ALGUNOS $ NO SI FRANCES 10-30 SI) 
(X100 NO NO SI NO VACIO $ SI NO HAMBURGUESERIA 30-60 NO) 
(X101 SI NO SI SI VACIO $$$ NO SI FRANCES >60 NO) 
(X102 SI NO SI SI LLENO $ NO SI ITALIANO >60 NO) 
(X103 SI NO NO NO LLENO $$$ SI SI FRANCES 0-10 NO) 
(X104 SI SI SI SI VACIO $$$ NO NO TAILANDES 0-10 NO) 
(X105 NO NO NO NO ALGUNOS $ SI NO TAILANDES 10-30 SI) 
(X106 NO NO NO SI ALGUNOS $$$ NO NO TAILANDES 10-30 SI) 
(X107 NO SI NO SI ALGUNOS $ SI SI HAMBURGUESERIA 10-30 SI) 
(X108 NO SI NO SI LLENO $$$ NO SI HAMBURGUESERIA 10-30 SI) 
(X109 NO NO NO SI VACIO $$ NO NO TAILANDES >60 NO) 
(X110 SI NO NO SI VACIO $ SI NO TAILANDES >60 NO) 
(X111 NO NO SI NO ALGUNOS $$$ SI SI TAILANDES 0-10 SI) 
(X112 SI SI NO SI VACIO $$$ SI NO HAMBURGUESERIA >60 NO) 
(X113 NO NO SI NO VACIO $$$ NO SI ITALIANO 0-10 NO) 
(X114 NO SI NO NO LLENO $$$ SI NO ITALIANO 30-60 SI) 
(X115 SI NO SI NO LLENO $$ SI NO HAMBURGUESERIA 10-30 SI) 
(X116 NO NO NO NO LLENO $$$ SI SI TAILANDES 10-30 SI) 
(X117 SI SI NO SI ALGUNOS $$$ NO SI FRANCES 10-30 SI) 
(X118 NO NO SI NO LLENO $$$ NO NO TAILANDES >60 NO) 
(X119 NO SI NO NO ALGUNOS $$$ NO NO HAMBURGUESERIA 30-60 SI) 
(X120 NO NO NO SI LLENO $$$ NO NO HAMBURGUESERIA 10-30 SI) 
(X121 SI SI SI NO LLENO $$ NO NO HAMBURGUESERIA 10-30 SI) 
(X122 NO NO NO SI VACIO $ SI NO TAILANDES >60 NO) 
(X123 NO SI NO SI LLENO $$$ NO NO HAMBURGUESERIA 10-30 SI) 
(X124 SI NO SI SI ALGUNOS $$$ NO NO TAILANDES 10-30 SI) 
(X125 NO SI SI NO ALGUNOS $$$ NO NO TAILANDES 0-10 SI) 
(X126 SI SI SI NO VACIO $$$ SI SI ITALIANO 0-10 NO) 
(X127 NO NO NO NO LLENO $$$ NO SI TAILANDES 0-10 SI) 
(X128 SI NO SI SI ALGUNOS $$ SI NO ITALIANO 30-60 SI) 
(X129 NO SI NO NO LLENO $ NO NO HAMBURGUESERIA 30-60 NO) 
(X130 NO SI SI SI VACIO $$ NO SI FRANCES 30-60 NO) 
(X131 SI NO SI SI ALGUNOS $$ NO NO FRANCES 30-60 SI) 
(X132 NO SI SI NO LLENO $$ NO SI HAMBURGUESERIA >60 NO) 
(X133 NO SI NO NO ALGUNOS $ NO NO ITALIANO 30-60 SI) 
(X134 NO SI NO SI VACIO $$ SI SI FRANCES 10-30 NO) 
(X135 NO NO SI NO VACIO $$$ SI SI HAMBURGUESERIA 0-10 NO) 
(X136 SI SI NO SI VACIO $$ SI NO TAILANDES 0-10 NO) 
(X137 NO NO NO SI ALGUNOS $ SI SI TAILANDES 30-60 SI) 
(X138 NO NO SI SI ALGUNOS $$ NO SI TAILANDES >60 SI) 
(X139 SI NO NO NO ALGUNOS $ SI SI FRANCES 30-60 SI) 
(X140 NO SI NO SI ALGUNOS $$ SI NO HAMBURGUESERIA 0-10 SI) 
(X141 SI NO SI SI LLENO $ NO SI ITALIANO >60 NO) 
(X142 NO NO NO NO LLENO $$ NO NO HAMBURGUESERIA >60 NO) 
(X143 NO NO SI NO LLENO $$$ SI NO ITALIANO 10-30 SI) 
(X144 NO SI SI SI LLENO $$ SI SI FRANCES 10-30 SI) 
(X145 SI SI SI NO VACIO $ NO SI ITALIANO 0-10 NO) 
(X146 SI SI NO SI ALGUNOS $$ SI NO TAILANDES 30-60 SI) 
(X147 NO SI SI NO LLENO $$$ SI SI HAMBURGUESERIA 10-30 SI) 
(X148 NO NO NO SI LLENO $$ NO NO TAILANDES 30-60 NO) 
(X149 SI SI NO NO ALGUNOS $$ NO SI HAMBURGUESERIA 0-10 SI) 
(X150 NO SI SI NO ALGUNOS $$ SI SI HAMBURGUESERIA 0-10 SI) 
(X151 NO SI NO SI ALGUNOS $ NO NO FRANCES 0-10 SI) 
(X152 NO NO NO SI LLENO $$ NO SI FRANCES 30-60 NO) 
(X153 NO NO SI SI VACIO $ SI SI FRANCES 10-30 NO) 
(X154 SI NO NO NO ALGUNOS $$ SI NO ITALIANO 30-60 SI) 
(X155 NO NO SI SI LLENO $$$ NO NO TAILANDES 0-10 SI) 
(X156 NO NO NO NO LLENO $$ SI SI FRANCES 10-30 SI) 
(X157 NO NO SI SI ALGUNOS $$$ SI SI FRANCES 0-10 SI) 
(X158 SI SI SI NO ALGUNOS $$$ NO SI ITALIANO 30-60 SI) 
(X159 SI NO SI NO LLENO $ NO NO HAMBURGUESERIA 0-10 SI) 
(X160 NO NO SI NO ALGUNOS $ NO SI HAMBURGUESERIA >60 SI) 
(X161 SI NO NO NO VACIO $$$ NO NO HAMBURGUESERIA 10-30 NO) 
(X162 SI SI NO NO LLENO $$$ NO NO ITALIANO 10-30 SI) 
(X163 NO SI NO NO LLENO $$ NO NO TAILANDES >60 NO) 
(X164 SI SI NO SI VACIO $$ NO NO HAMBURGUESERIA 0-10 NO) 
(X165 NO NO NO NO LLENO $$$ NO SI HAMBURGUESERIA 30-60 NO) 
(X166 NO NO NO SI LLENO $ NO NO FRANCES 10-30 SI) 
(X167 SI SI SI NO LLENO $ NO NO ITALIANO 30-60 SI) 
(X168 SI NO SI SI ALGUNOS $$ SI NO TAILANDES 0-10 SI) 
(X169 SI SI NO NO ALGUNOS $ NO NO ITALIANO 0-10 SI) 
(X170 SI NO NO SI ALGUNOS $$ NO NO ITALIANO 0-10 SI) 
(X171 SI NO SI NO ALGUNOS $$$ NO SI FRANCES 0-10 SI) 
(X172 SI NO SI NO ALGUNOS $$ NO NO ITALIANO 10-30 SI) 
(X173 NO SI SI SI VACIO $ SI NO ITALIANO 10-30 NO) 
(X174 SI SI NO SI VACIO $$$ SI NO HAMBURGUESERIA 0-10 NO) 
(X175 SI SI NO SI ALGUNOS $ SI NO ITALIANO 30-60 SI) 
(X176 NO SI NO NO VACIO $$ SI NO FRANCES 30-60 NO) 
(X177 NO SI NO NO VACIO $ SI SI TAILANDES 0-10 NO) 
(X178 SI NO SI SI LLENO $$ NO SI HAMBURGUESERIA >60 NO) 
(X179 NO SI NO NO ALGUNOS $$ SI NO ITALIANO 0-10 SI) 
(X180 NO NO SI SI VACIO $$ NO NO TAILANDES 0-10 NO) 
(X181 NO SI SI SI VACIO $$ NO SI FRANCES 30-60 NO) 
(X182 SI NO SI SI VACIO $$$ SI SI TAILANDES 30-60 NO) 
(X183 NO NO SI SI VACIO $$ SI NO FRANCES >60 NO) 
(X184 NO NO NO SI LLENO $$ NO SI TAILANDES >60 NO) 
(X185 NO NO NO SI VACIO $ SI NO TAILANDES 10-30 NO) 
(X186 NO NO SI NO VACIO $$ SI NO ITALIANO 0-10 NO) 
(X187 NO NO SI NO VACIO $$ NO SI ITALIANO 10-30 NO) 
(X188 NO SI NO NO LLENO $$$ NO SI FRANCES >60 NO) 
(X189 NO NO NO SI ALGUNOS $ NO SI FRANCES 10-30 SI) 
(X190 SI SI SI NO ALGUNOS $$ NO NO ITALIANO >60 SI) 
(X191 NO SI NO NO LLENO $ SI NO ITALIANO >60 SI) 
(X192 SI NO SI SI LLENO $$$ NO NO ITALIANO 0-10 NO) 
(X193 SI SI SI NO ALGUNOS $$$ NO SI HAMBURGUESERIA >60 SI) 
(X194 NO SI NO NO ALGUNOS $$ NO SI HAMBURGUESERIA 0-10 SI) 
(X195 NO SI SI SI LLENO $ NO NO TAILANDES 30-60 NO) 
(X196 NO NO SI SI LLENO $$$ NO NO HAMBURGUESERIA 10-30 SI) 
(X197 SI SI NO NO LLENO $ NO NO TAILANDES 30-60 SI) 
(X198 NO NO SI SI VACIO $ SI SI FRANCES 10-30 NO) 
(X199 SI SI SI SI ALGUNOS $$$ SI NO HAMBURGUESERIA 0-10 SI) 
(X200 NO SI SI NO ALGUNOS $$ SI SI FRANCES >60 SI) 
(X201 SI SI SI SI ALGUNOS $$$ SI NO ITALIANO 30-60 SI) 
(X202 SI NO SI SI LLENO $$$ SI NO ITALIANO 30-60 NO) 
(X203 SI NO SI SI LLENO $$$ NO SI HAMBURGUESERIA 30-60 SI) 
(X204 NO NO SI NO LLENO $ NO NO HAMBURGUESERIA 10-30 SI) 
(X205 SI NO SI NO LLENO $$ SI SI HAMBURGUESERIA 10-30 SI) 
(X206 NO NO SI NO ALGUNOS $$ SI NO ITALIANO 30-60 SI) 
(X207 NO SI NO SI LLENO $ SI SI ITALIANO >60 NO) 
(X208 NO SI NO NO ALGUNOS $$ NO NO HAMBURGUESERIA 30-60 SI) 
(X209 SI NO NO SI VACIO $$$ SI NO FRANCES >60 NO) 
(X210 SI NO SI NO ALGUNOS $$$ NO NO TAILANDES 0-10 SI) 
(X211 SI SI SI SI ALGUNOS $$ SI NO HAMBURGUESERIA 0-10 SI) 
(X212 SI NO SI SI ALGUNOS $$$ SI NO TAILANDES >60 SI) 
(X213 NO SI NO SI LLENO $ NO SI FRANCES >60 NO) 
(X214 SI NO NO NO VACIO $ SI SI ITALIANO >60 NO) 
(X215 NO NO NO NO VACIO $ SI NO HAMBURGUESERIA >60 NO) 
(X216 SI NO NO SI VACIO $$$ NO NO FRANCES 0-10 NO) 
(X217 SI NO NO SI ALGUNOS $$$ NO SI ITALIANO 10-30 SI) 
(X218 SI SI SI SI LLENO $ NO NO ITALIANO 30-60 SI) 
(X219 NO SI SI SI LLENO $$ SI NO HAMBURGUESERIA 10-30 SI) 
(X220 NO SI NO NO ALGUNOS $$ NO SI ITALIANO 30-60 SI) 
(X221 SI NO NO SI ALGUNOS $ SI SI FRANCES 30-60 SI) 
(X222 NO SI NO SI ALGUNOS $$ SI SI ITALIANO 10-30 SI) 
(X223 SI SI SI SI ALGUNOS $$$ SI SI HAMBURGUESERIA 10-30 SI) 
(X224 SI SI NO SI ALGUNOS $$ NO SI FRANCES 0-10 SI) 
(X225 SI SI NO SI VACIO $$ NO NO ITALIANO 10-30 NO) 
(X226 SI SI SI SI ALGUNOS $ NO NO FRANCES 10-30 SI) 
(X227 NO NO SI NO LLENO $$ NO SI ITALIANO >60 NO) 
(X228 SI SI SI SI LLENO $ SI SI ITALIANO 30-60 SI) 
(X229 NO SI NO NO ALGUNOS $$ SI NO ITALIANO 0-10 SI) 
(X230 SI NO NO NO VACIO $$ SI SI HAMBURGUESERIA >60 NO) 
(X231 SI NO SI NO LLENO $$$ NO SI FRANCES >60 NO) 
(X232 SI SI NO SI LLENO $ SI SI ITALIANO 0-10 SI) 
(X233 SI SI NO SI VACIO $$ NO SI HAMBURGUESERIA 0-10 NO) 
(X234 NO NO SI SI VACIO $$ NO NO ITALIANO >60 NO) 
(X235 SI NO SI NO VACIO $ SI NO FRANCES >60 NO) 
(X236 NO SI NO SI LLENO $$ NO NO HAMBURGUESERIA >60 NO) 
(X237 NO NO SI SI LLENO $$$ SI SI HAMBURGUESERIA >60 NO) 
(X238 NO SI SI NO LLENO $$ SI SI HAMBURGUESERIA 30-60 NO) 
(X239 NO NO SI NO ALGUNOS $$$ NO NO FRANCES >60 SI) 
(X240 NO SI SI NO LLENO $$$ SI SI HAMBURGUESERIA 10-30 SI) 
(X241 NO NO SI SI VACIO $$ NO NO FRANCES 0-10 NO) 
(X242 NO SI NO SI VACIO $ SI SI FRANCES 0-10 NO) 
(X243 SI NO NO SI VACIO $$$ SI NO ITALIANO 10-30 NO) 
(X244 SI SI NO NO LLENO $ NO SI TAILANDES >60 NO) 
(X245 SI SI SI SI ALGUNOS $ SI NO HAMBURGUESERIA >60 SI) 
(X246 NO NO NO SI VACIO $$$ SI SI HAMBURGUESERIA 10-30 NO) 
(X247 NO SI NO SI VACIO $$$ SI SI ITALIANO 10-30 NO) 
(X248 NO NO SI SI LLENO $ NO SI FRANCES 30-60 NO) 
(X249 SI SI SI SI VACIO $$ SI SI TAILANDES 0-10 NO) 
(X250 SI NO NO SI VACIO $ SI SI ITALIANO 0-10 NO) 
(X251 SI SI NO NO VACIO $ NO SI HAMBURGUESERIA 0-10 NO) 
(X252 SI NO SI NO VACIO $ SI SI ITALIANO >60 NO) 
(X253 SI SI NO NO LLENO $$ NO SI FRANCES 0-10 SI) 
(X254 NO NO NO SI LLENO $ NO SI TAILANDES 0-10 SI) 
(X255 NO NO NO NO LLENO $$ SI SI FRANCES 10-30 SI) 
(X256 NO NO NO NO LLENO $$$ NO NO HAMBURGUESERIA 10-30 SI) 
(X257 SI SI NO NO VACIO $$ NO NO HAMBURGUESERIA >60 NO) 
(X258 SI NO SI SI LLENO $$ NO SI FRANCES >60 NO) 
(X259 SI SI NO NO VACIO $$ SI SI TAILANDES 10-30 NO) 
(X260 NO NO SI NO LLENO $$ NO NO TAILANDES 10-30 SI) 
(X261 NO NO SI SI LLENO $$ NO NO HAMBURGUESERIA 10-30 SI) 
(X262 NO SI SI SI VACIO $ NO SI TAILANDES 30-60 NO) 
(X263 SI SI SI NO ALGUNOS $ NO NO HAMBURGUESERIA >60 SI) 
(X264 NO SI SI SI VACIO $$$ NO SI ITALIANO 30-60 NO) 
(X265 SI SI NO SI ALGUNOS $$ SI SI FRANCES 30-60 SI) 
(X266 NO NO SI SI LLENO $ NO NO TAILANDES >60 NO) 
(X267 SI NO NO SI ALGUNOS $$$ NO NO HAMBURGUESERIA 0-10 SI) 
(X268 NO NO SI SI ALGUNOS $$$ SI NO ITALIANO >60 SI) 
(X269 SI SI NO NO ALGUNOS $$ SI NO HAMBURGUESERIA 30-60 SI) 
(X270 SI NO NO NO ALGUNOS $ NO NO ITALIANO 10-30 SI) 
(X271 NO SI SI SI VACIO $$$ SI SI TAILANDES 30-60 NO) 
(X272 NO SI NO NO LLENO $$ NO NO FRANCES 0-10 SI) 
(X273 SI SI SI NO ALGUNOS $$$ NO SI HAMBURGUESERIA 0-10 SI) 
(X274 NO SI NO NO LLENO $ NO NO TAILANDES >60 NO) 
(X275 SI NO SI NO ALGUNOS $$ NO SI HAMBURGUESERIA >60 SI) 
(X276 SI NO SI SI ALGUNOS $ SI NO ITALIANO 10-30 SI) 
(X277 SI NO NO SI ALGUNOS $$ SI SI HAMBURGUESERIA 0-10 SI) 
(X278 SI SI NO NO VACIO $ SI SI TAILANDES 10-30 NO) 
(X279 SI SI NO NO LLENO $ SI SI ITALIANO 0-10 SI) 
(X280 NO NO SI NO LLENO $$$ NO NO FRANCES 30-60 NO) 
(X281 NO SI SI NO VACIO $ SI SI FRANCES 30-60 NO) 
(X282 SI NO NO SI ALGUNOS $ NO SI ITALIANO 0-10 SI) 
(X283 NO NO SI NO VACIO $$$ SI NO TAILANDES >60 NO) 
(X284 SI SI SI NO LLENO $ NO SI FRANCES 10-30 SI) 
(X285 NO NO NO NO VACIO $$$ SI NO TAILANDES 0-10 NO) 
(X286 SI SI NO NO ALGUNOS $$ NO SI ITALIANO 10-30 SI) 
(X287 SI SI SI NO LLENO $$$ SI SI FRANCES >60 NO) 
(X288 SI SI NO NO VACIO $ SI SI FRANCES 0-10 NO) 
(X289 SI NO SI SI VACIO $$ SI NO TAILANDES 10-30 NO) 
(X290 NO SI NO SI VACIO $ NO SI FRANCES 30-60 NO) 
(X291 NO SI SI NO VACIO $$ SI NO ITALIANO 10-30 NO) 
(X292 NO NO SI NO LLENO $ NO SI TAILANDES 30-60 NO) 
(X293 SI SI SI SI VACIO $ SI SI TAILANDES 30-60 NO) 
(X294 NO SI NO NO LLENO $$ NO SI HAMBURGUESERIA 30-60 NO) 
(X295 SI SI NO NO LLENO $$$ NO SI FRANCES 0-10 SI) 
(X296 NO NO NO SI VACIO $$ NO SI TAILANDES 10-30 NO) 
(X297 NO SI SI SI VACIO $$ SI NO ITALIANO 30-60 NO) 
(X298 SI NO NO SI ALGUNOS $$$ NO NO FRANCES >60 SI) 
(X299 NO NO NO NO LLENO $$ SI NO HAMBURGUESERIA 30-60 SI) 
(X300 NO SI NO SI ALGUNOS $ SI NO FRANCES 0-10 SI) 
(X301 NO NO NO SI LLENO $$ NO NO HAMBURGUESERIA >60 NO) 
(X302 NO NO NO NO LLENO $ SI SI HAMBURGUESERIA 10-30 SI) 
(X303 NO NO NO NO VACIO $ NO NO TAILANDES 10-30 NO) 
(X304 SI SI NO NO VACIO $$ SI SI TAILANDES 30-60 NO) 
(X305 SI SI SI NO VACIO $$ SI NO ITALIANO 30-60 NO) 
(X306 NO SI SI NO LLENO $ SI NO HAMBURGUESERIA 0-10 SI) 
(X307 SI NO NO SI VACIO $ NO SI ITALIANO 30-60 NO) 
(X308 SI SI NO SI ALGUNOS $$$ NO SI HAMBURGUESERIA 0-10 SI) 
(X309 NO NO NO SI VACIO $ SI NO ITALIANO >60 NO) 
(X310 SI SI SI NO LLENO $$$ NO SI HAMBURGUESERIA 30-60 SI) 
(X311 NO NO SI SI LLENO $$ NO NO FRANCES 10-30 SI) 
(X312 SI NO SI SI LLENO $$$ NO NO ITALIANO >60 NO) 
(X313 SI SI NO SI LLENO $ SI NO TAILANDES 10-30 SI) 
(X314 NO NO SI SI ALGUNOS $ NO SI HAMBURGUESERIA 0-10 SI) 
(X315 NO SI SI NO LLENO $$$ NO NO ITALIANO 30-60 NO) 
(X316 NO NO NO SI ALGUNOS $$$ NO SI FRANCES 0-10 SI) 
(X317 SI NO NO NO ALGUNOS $$ NO SI TAILANDES 30-60 SI) 
(X318 NO NO NO NO LLENO $ SI SI ITALIANO 10-30 SI) 
(X319 NO NO NO NO LLENO $$$ NO NO HAMBURGUESERIA 10-30 SI) 
(X320 NO NO NO SI VACIO $$ SI NO FRANCES 10-30 NO) 
(X321 NO SI SI NO VACIO $ SI SI HAMBURGUESERIA 0-10 NO) 
(X322 SI NO NO NO ALGUNOS $$$ NO SI TAILANDES >60 SI) 
(X323 SI NO NO SI VACIO $$$ NO NO TAILANDES 10-30 NO) 
(X324 SI SI SI NO VACIO $ SI NO ITALIANO 30-60 NO) 
(X325 NO SI SI NO VACIO $ NO NO TAILANDES 30-60 NO) 
(X326 SI SI NO SI ALGUNOS $ SI SI FRANCES >60 SI) 
(X327 NO SI NO NO LLENO $ NO SI HAMBURGUESERIA 30-60 NO) 
(X328 SI NO NO SI VACIO $$$ SI SI HAMBURGUESERIA 0-10 NO) 
(X329 SI SI SI SI VACIO $$$ NO SI TAILANDES 0-10 NO) 
(X330 NO NO NO SI ALGUNOS $$$ NO NO FRANCES 30-60 SI) 
(X331 NO SI SI NO LLENO $$ SI SI ITALIANO 30-60 NO) 
(X332 SI NO SI NO ALGUNOS $$ SI SI FRANCES 30-60 SI) 
(X333 NO SI SI NO VACIO $ NO SI FRANCES 10-30 NO) 
(X334 NO SI NO SI VACIO $$ SI SI TAILANDES 30-60 NO) 
(X335 NO SI SI NO LLENO $ SI SI FRANCES 10-30 SI) 
(X336 SI NO NO SI VACIO $$$ NO SI TAILANDES 0-10 NO) 
(X337 SI SI NO NO VACIO $$ SI NO FRANCES 10-30 NO) 
(X338 NO SI SI SI VACIO $$ SI NO HAMBURGUESERIA >60 NO) 
(X339 SI SI NO SI VACIO $$ NO SI TAILANDES 0-10 NO) 
(X340 SI NO SI NO VACIO $$ NO SI ITALIANO 0-10 NO) 
(X341 SI NO NO NO ALGUNOS $$ SI SI HAMBURGUESERIA 0-10 SI) 
